,Price,Rooms,Area,Floor,Location,Num_Rooms,Num_Halls,District
1840,25000,2+1,70,Yüksek Giriş,Çankaya - Yukarı Bahçelievler Mh.,2.0,1.0,Çankaya
1841,40000,2+1,115,3. Kat,Çankaya - Bahçelievler Mh.,2.0,1.0,Çankaya
1842,28000,3+1,120,2. Kat,Çankaya - Bahçelievler Mh.,3.0,1.0,Çankaya
1843,26000,2+1,75,Kot 1,Çankaya - Emek Mh.,2.0,1.0,Çankaya
1844,26000,1+1,65,Yüksek Giriş,Çankaya - Emek Mh.,1.0,1.0,Çankaya
1845,17000,2+1,85,Bahçe Katı,Çankaya - Ayrancı Mh.,2.0,1.0,Çankaya
1846,27000,3+1,120,3. Kat,Çankaya - Bahçelievler Mh.,3.0,1.0,Çankaya
1847,24000,3+1,125,1. Kat,Çankaya - Huzur Mh.,3.0,1.0,Çankaya
1848,33000,3+1,135,3. Kat,Çankaya - Dumlupınar Mh.,3.0,1.0,Çankaya
1849,15000,3+1,100,Bahçe Katı,Çankaya - İlkadım Mh.,3.0,1.0,Çankaya
1850,44000,3+1,150,19. Kat,Gölbaşı - Hacılar Mh.,3.0,1.0,Gölbaşı
1851,49500,3+1,150,2. Kat,Çankaya - Emek Mh.,3.0,1.0,Çankaya
1852,39000,4+1,200,5. Kat,Keçiören - Ovacık Mh.,4.0,1.0,Keçiören
1853,36000,4+1,140,1. Kat,Çankaya - Emek Mh.,4.0,1.0,Çankaya
1854,35000,3+1,120,2. Kat,Çankaya - Emek Mh.,3.0,1.0,Çankaya
1855,25000,2+1,70,Yüksek Giriş,Çankaya - Yukarı Bahçelievler Mh.,2.0,1.0,Çankaya
1856,40000,2+1,115,3. Kat,Çankaya - Bahçelievler Mh.,2.0,1.0,Çankaya
1857,28000,3+1,120,2. Kat,Çankaya - Bahçelievler Mh.,3.0,1.0,Çankaya
1858,26000,2+1,75,Kot 1,Çankaya - Emek Mh.,2.0,1.0,Çankaya
1859,26000,1+1,65,Yüksek Giriş,Çankaya - Emek Mh.,1.0,1.0,Çankaya
1860,17000,2+1,85,Bahçe Katı,Çankaya - Ayrancı Mh.,2.0,1.0,Çankaya
1861,27000,3+1,120,3. Kat,Çankaya - Bahçelievler Mh.,3.0,1.0,Çankaya
1862,24000,3+1,125,1. Kat,Çankaya - Huzur Mh.,3.0,1.0,Çankaya
1863,33000,3+1,135,3. Kat,Çankaya - Dumlupınar Mh.,3.0,1.0,Çankaya
1864,15000,3+1,100,Bahçe Katı,Çankaya - İlkadım Mh.,3.0,1.0,Çankaya
1865,44000,3+1,150,19. Kat,Gölbaşı - Hacılar Mh.,3.0,1.0,Gölbaşı
1866,49500,3+1,150,2. Kat,Çankaya - Emek Mh.,3.0,1.0,Çankaya
1867,39000,4+1,200,5. Kat,Keçiören - Ovacık Mh.,4.0,1.0,Keçiören
1868,36000,4+1,140,1. Kat,Çankaya - Emek Mh.,4.0,1.0,Çankaya
1869,35000,3+1,120,2. Kat,Çankaya - Emek Mh.,3.0,1.0,Çankaya
1870,25000,2+1,70,Yüksek Giriş,Çankaya - Yukarı Bahçelievler Mh.,2.0,1.0,Çankaya
1871,40000,2+1,115,3. Kat,Çankaya - Bahçelievler Mh.,2.0,1.0,Çankaya
1872,28000,3+1,120,2. Kat,Çankaya - Bahçelievler Mh.,3.0,1.0,Çankaya
1873,26000,2+1,75,Kot 1,Çankaya - Emek Mh.,2.0,1.0,Çankaya
1874,26000,1+1,65,Yüksek Giriş,Çankaya - Emek Mh.,1.0,1.0,Çankaya
1875,17000,2+1,85,Bahçe Katı,Çankaya - Ayrancı Mh.,2.0,1.0,Çankaya
1876,27000,3+1,120,3. Kat,Çankaya - Bahçelievler Mh.,3.0,1.0,Çankaya
1877,24000,3+1,125,1. Kat,Çankaya - Huzur Mh.,3.0,1.0,Çankaya
1878,33000,3+1,135,3. Kat,Çankaya - Dumlupınar Mh.,3.0,1.0,Çankaya
1879,15000,3+1,100,Bahçe Katı,Çankaya - İlkadım Mh.,3.0,1.0,Çankaya
1880,44000,3+1,150,19. Kat,Gölbaşı - Hacılar Mh.,3.0,1.0,Gölbaşı
1881,49500,3+1,150,2. Kat,Çankaya - Emek Mh.,3.0,1.0,Çankaya
1882,39000,4+1,200,5. Kat,Keçiören - Ovacık Mh.,4.0,1.0,Keçiören
1883,36000,4+1,140,1. Kat,Çankaya - Emek Mh.,4.0,1.0,Çankaya
1884,35000,3+1,120,2. Kat,Çankaya - Emek Mh.,3.0,1.0,Çankaya
1885,25000,2+1,70,Yüksek Giriş,Çankaya - Yukarı Bahçelievler Mh.,2.0,1.0,Çankaya
1886,40000,2+1,115,3. Kat,Çankaya - Bahçelievler Mh.,2.0,1.0,Çankaya
1887,28000,3+1,120,2. Kat,Çankaya - Bahçelievler Mh.,3.0,1.0,Çankaya
1888,26000,2+1,75,Kot 1,Çankaya - Emek Mh.,2.0,1.0,Çankaya
1889,26000,1+1,65,Yüksek Giriş,Çankaya - Emek Mh.,1.0,1.0,Çankaya
1890,17000,2+1,85,Bahçe Katı,Çankaya - Ayrancı Mh.,2.0,1.0,Çankaya
1891,27000,3+1,120,3. Kat,Çankaya - Bahçelievler Mh.,3.0,1.0,Çankaya
1892,24000,3+1,125,1. Kat,Çankaya - Huzur Mh.,3.0,1.0,Çankaya
1893,33000,3+1,135,3. Kat,Çankaya - Dumlupınar Mh.,3.0,1.0,Çankaya
1894,15000,3+1,100,Bahçe Katı,Çankaya - İlkadım Mh.,3.0,1.0,Çankaya
1895,44000,3+1,150,19. Kat,Gölbaşı - Hacılar Mh.,3.0,1.0,Gölbaşı
1896,49500,3+1,150,2. Kat,Çankaya - Emek Mh.,3.0,1.0,Çankaya
1897,39000,4+1,200,5. Kat,Keçiören - Ovacık Mh.,4.0,1.0,Keçiören
1898,36000,4+1,140,1. Kat,Çankaya - Emek Mh.,4.0,1.0,Çankaya
1899,35000,3+1,120,2. Kat,Çankaya - Emek Mh.,3.0,1.0,Çankaya
1900,25000,2+1,70,Yüksek Giriş,Çankaya - Yukarı Bahçelievler Mh.,2.0,1.0,Çankaya
1901,40000,2+1,115,3. Kat,Çankaya - Bahçelievler Mh.,2.0,1.0,Çankaya
1902,28000,3+1,120,2. Kat,Çankaya - Bahçelievler Mh.,3.0,1.0,Çankaya
1903,26000,2+1,75,Kot 1,Çankaya - Emek Mh.,2.0,1.0,Çankaya
1904,26000,1+1,65,Yüksek Giriş,Çankaya - Emek Mh.,1.0,1.0,Çankaya
1905,17000,2+1,85,Bahçe Katı,Çankaya - Ayrancı Mh.,2.0,1.0,Çankaya
1906,27000,3+1,120,3. Kat,Çankaya - Bahçelievler Mh.,3.0,1.0,Çankaya
1907,24000,3+1,125,1. Kat,Çankaya - Huzur Mh.,3.0,1.0,Çankaya
1908,33000,3+1,135,3. Kat,Çankaya - Dumlupınar Mh.,3.0,1.0,Çankaya
1909,15000,3+1,100,Bahçe Katı,Çankaya - İlkadım Mh.,3.0,1.0,Çankaya
1910,44000,3+1,150,19. Kat,Gölbaşı - Hacılar Mh.,3.0,1.0,Gölbaşı
1911,49500,3+1,150,2. Kat,Çankaya - Emek Mh.,3.0,1.0,Çankaya
1912,39000,4+1,200,5. Kat,Keçiören - Ovacık Mh.,4.0,1.0,Keçiören
1913,36000,4+1,140,1. Kat,Çankaya - Emek Mh.,4.0,1.0,Çankaya
1914,35000,3+1,120,2. Kat,Çankaya - Emek Mh.,3.0,1.0,Çankaya
1915,25000,2+1,70,Yüksek Giriş,Çankaya - Yukarı Bahçelievler Mh.,2.0,1.0,Çankaya
1916,40000,2+1,115,3. Kat,Çankaya - Bahçelievler Mh.,2.0,1.0,Çankaya
1917,28000,3+1,120,2. Kat,Çankaya - Bahçelievler Mh.,3.0,1.0,Çankaya
1918,26000,2+1,75,Kot 1,Çankaya - Emek Mh.,2.0,1.0,Çankaya
1919,26000,1+1,65,Yüksek Giriş,Çankaya - Emek Mh.,1.0,1.0,Çankaya
1920,17000,2+1,85,Bahçe Katı,Çankaya - Ayrancı Mh.,2.0,1.0,Çankaya
1921,27000,3+1,120,3. Kat,Çankaya - Bahçelievler Mh.,3.0,1.0,Çankaya
1922,24000,3+1,125,1. Kat,Çankaya - Huzur Mh.,3.0,1.0,Çankaya
1923,33000,3+1,135,3. Kat,Çankaya - Dumlupınar Mh.,3.0,1.0,Çankaya
1924,15000,3+1,100,Bahçe Katı,Çankaya - İlkadım Mh.,3.0,1.0,Çankaya
1925,44000,3+1,150,19. Kat,Gölbaşı - Hacılar Mh.,3.0,1.0,Gölbaşı
1926,49500,3+1,150,2. Kat,Çankaya - Emek Mh.,3.0,1.0,Çankaya
1927,39000,4+1,200,5. Kat,Keçiören - Ovacık Mh.,4.0,1.0,Keçiören
1928,36000,4+1,140,1. Kat,Çankaya - Emek Mh.,4.0,1.0,Çankaya
1929,35000,3+1,120,2. Kat,Çankaya - Emek Mh.,3.0,1.0,Çankaya
1930,25000,2+1,70,Yüksek Giriş,Çankaya - Yukarı Bahçelievler Mh.,2.0,1.0,Çankaya
1931,40000,2+1,115,3. Kat,Çankaya - Bahçelievler Mh.,2.0,1.0,Çankaya
1932,28000,3+1,120,2. Kat,Çankaya - Bahçelievler Mh.,3.0,1.0,Çankaya
1933,26000,2+1,75,Kot 1,Çankaya - Emek Mh.,2.0,1.0,Çankaya
1934,26000,1+1,65,Yüksek Giriş,Çankaya - Emek Mh.,1.0,1.0,Çankaya
1935,17000,2+1,85,Bahçe Katı,Çankaya - Ayrancı Mh.,2.0,1.0,Çankaya
1936,27000,3+1,120,3. Kat,Çankaya - Bahçelievler Mh.,3.0,1.0,Çankaya
1937,24000,3+1,125,1. Kat,Çankaya - Huzur Mh.,3.0,1.0,Çankaya
1938,33000,3+1,135,3. Kat,Çankaya - Dumlupınar Mh.,3.0,1.0,Çankaya
1939,15000,3+1,100,Bahçe Katı,Çankaya - İlkadım Mh.,3.0,1.0,Çankaya
1940,44000,3+1,150,19. Kat,Gölbaşı - Hacılar Mh.,3.0,1.0,Gölbaşı
1941,49500,3+1,150,2. Kat,Çankaya - Emek Mh.,3.0,1.0,Çankaya
1942,39000,4+1,200,5. Kat,Keçiören - Ovacık Mh.,4.0,1.0,Keçiören
1943,36000,4+1,140,1. Kat,Çankaya - Emek Mh.,4.0,1.0,Çankaya
1944,35000,3+1,120,2. Kat,Çankaya - Emek Mh.,3.0,1.0,Çankaya
1945,25000,2+1,70,Yüksek Giriş,Çankaya - Yukarı Bahçelievler Mh.,2.0,1.0,Çankaya
1946,40000,2+1,115,3. Kat,Çankaya - Bahçelievler Mh.,2.0,1.0,Çankaya
1947,28000,3+1,120,2. Kat,Çankaya - Bahçelievler Mh.,3.0,1.0,Çankaya
1948,26000,2+1,75,Kot 1,Çankaya - Emek Mh.,2.0,1.0,Çankaya
1949,26000,1+1,65,Yüksek Giriş,Çankaya - Emek Mh.,1.0,1.0,Çankaya
1950,17000,2+1,85,Bahçe Katı,Çankaya - Ayrancı Mh.,2.0,1.0,Çankaya
1951,27000,3+1,120,3. Kat,Çankaya - Bahçelievler Mh.,3.0,1.0,Çankaya
1952,24000,3+1,125,1. Kat,Çankaya - Huzur Mh.,3.0,1.0,Çankaya
1953,33000,3+1,135,3. Kat,Çankaya - Dumlupınar Mh.,3.0,1.0,Çankaya
1954,15000,3+1,100,Bahçe Katı,Çankaya - İlkadım Mh.,3.0,1.0,Çankaya
1955,44000,3+1,150,19. Kat,Gölbaşı - Hacılar Mh.,3.0,1.0,Gölbaşı
1956,49500,3+1,150,2. Kat,Çankaya - Emek Mh.,3.0,1.0,Çankaya
1957,39000,4+1,200,5. Kat,Keçiören - Ovacık Mh.,4.0,1.0,Keçiören
1958,36000,4+1,140,1. Kat,Çankaya - Emek Mh.,4.0,1.0,Çankaya
1959,35000,3+1,120,2. Kat,Çankaya - Emek Mh.,3.0,1.0,Çankaya
1960,25000,2+1,70,Yüksek Giriş,Çankaya - Yukarı Bahçelievler Mh.,2.0,1.0,Çankaya
1961,40000,2+1,115,3. Kat,Çankaya - Bahçelievler Mh.,2.0,1.0,Çankaya
1962,28000,3+1,120,2. Kat,Çankaya - Bahçelievler Mh.,3.0,1.0,Çankaya
1963,26000,2+1,75,Kot 1,Çankaya - Emek Mh.,2.0,1.0,Çankaya
1964,26000,1+1,65,Yüksek Giriş,Çankaya - Emek Mh.,1.0,1.0,Çankaya
1965,17000,2+1,85,Bahçe Katı,Çankaya - Ayrancı Mh.,2.0,1.0,Çankaya
1966,27000,3+1,120,3. Kat,Çankaya - Bahçelievler Mh.,3.0,1.0,Çankaya
1967,24000,3+1,125,1. Kat,Çankaya - Huzur Mh.,3.0,1.0,Çankaya
1968,33000,3+1,135,3. Kat,Çankaya - Dumlupınar Mh.,3.0,1.0,Çankaya
1969,15000,3+1,100,Bahçe Katı,Çankaya - İlkadım Mh.,3.0,1.0,Çankaya
1970,44000,3+1,150,19. Kat,Gölbaşı - Hacılar Mh.,3.0,1.0,Gölbaşı
1971,49500,3+1,150,2. Kat,Çankaya - Emek Mh.,3.0,1.0,Çankaya
1972,39000,4+1,200,5. Kat,Keçiören - Ovacık Mh.,4.0,1.0,Keçiören
1973,36000,4+1,140,1. Kat,Çankaya - Emek Mh.,4.0,1.0,Çankaya
1974,35000,3+1,120,2. Kat,Çankaya - Emek Mh.,3.0,1.0,Çankaya
1975,25000,2+1,70,Yüksek Giriş,Çankaya - Yukarı Bahçelievler Mh.,2.0,1.0,Çankaya
1976,40000,2+1,115,3. Kat,Çankaya - Bahçelievler Mh.,2.0,1.0,Çankaya
1977,28000,3+1,120,2. Kat,Çankaya - Bahçelievler Mh.,3.0,1.0,Çankaya
1978,26000,2+1,75,Kot 1,Çankaya - Emek Mh.,2.0,1.0,Çankaya
1979,26000,1+1,65,Yüksek Giriş,Çankaya - Emek Mh.,1.0,1.0,Çankaya
1980,17000,2+1,85,Bahçe Katı,Çankaya - Ayrancı Mh.,2.0,1.0,Çankaya
1981,27000,3+1,120,3. Kat,Çankaya - Bahçelievler Mh.,3.0,1.0,Çankaya
1982,24000,3+1,125,1. Kat,Çankaya - Huzur Mh.,3.0,1.0,Çankaya
1983,33000,3+1,135,3. Kat,Çankaya - Dumlupınar Mh.,3.0,1.0,Çankaya
1984,15000,3+1,100,Bahçe Katı,Çankaya - İlkadım Mh.,3.0,1.0,Çankaya
1985,44000,3+1,150,19. Kat,Gölbaşı - Hacılar Mh.,3.0,1.0,Gölbaşı
1986,49500,3+1,150,2. Kat,Çankaya - Emek Mh.,3.0,1.0,Çankaya
1987,39000,4+1,200,5. Kat,Keçiören - Ovacık Mh.,4.0,1.0,Keçiören
1988,36000,4+1,140,1. Kat,Çankaya - Emek Mh.,4.0,1.0,Çankaya
1989,35000,3+1,120,2. Kat,Çankaya - Emek Mh.,3.0,1.0,Çankaya
1990,25000,2+1,70,Yüksek Giriş,Çankaya - Yukarı Bahçelievler Mh.,2.0,1.0,Çankaya
1991,40000,2+1,115,3. Kat,Çankaya - Bahçelievler Mh.,2.0,1.0,Çankaya
1992,28000,3+1,120,2. Kat,Çankaya - Bahçelievler Mh.,3.0,1.0,Çankaya
1993,26000,2+1,75,Kot 1,Çankaya - Emek Mh.,2.0,1.0,Çankaya
1994,26000,1+1,65,Yüksek Giriş,Çankaya - Emek Mh.,1.0,1.0,Çankaya
1995,17000,2+1,85,Bahçe Katı,Çankaya - Ayrancı Mh.,2.0,1.0,Çankaya
1996,27000,3+1,120,3. Kat,Çankaya - Bahçelievler Mh.,3.0,1.0,Çankaya
1997,24000,3+1,125,1. Kat,Çankaya - Huzur Mh.,3.0,1.0,Çankaya
1998,33000,3+1,135,3. Kat,Çankaya - Dumlupınar Mh.,3.0,1.0,Çankaya
1999,15000,3+1,100,Bahçe Katı,Çankaya - İlkadım Mh.,3.0,1.0,Çankaya
2000,44000,3+1,150,19. Kat,Gölbaşı - Hacılar Mh.,3.0,1.0,Gölbaşı
2001,49500,3+1,150,2. Kat,Çankaya - Emek Mh.,3.0,1.0,Çankaya
2002,39000,4+1,200,5. Kat,Keçiören - Ovacık Mh.,4.0,1.0,Keçiören
2003,36000,4+1,140,1. Kat,Çankaya - Emek Mh.,4.0,1.0,Çankaya
2004,35000,3+1,120,2. Kat,Çankaya - Emek Mh.,3.0,1.0,Çankaya
2005,25000,2+1,70,Yüksek Giriş,Çankaya - Yukarı Bahçelievler Mh.,2.0,1.0,Çankaya
2006,40000,2+1,115,3. Kat,Çankaya - Bahçelievler Mh.,2.0,1.0,Çankaya
2007,28000,3+1,120,2. Kat,Çankaya - Bahçelievler Mh.,3.0,1.0,Çankaya
2008,26000,2+1,75,Kot 1,Çankaya - Emek Mh.,2.0,1.0,Çankaya
2009,26000,1+1,65,Yüksek Giriş,Çankaya - Emek Mh.,1.0,1.0,Çankaya
2010,17000,2+1,85,Bahçe Katı,Çankaya - Ayrancı Mh.,2.0,1.0,Çankaya
2011,27000,3+1,120,3. Kat,Çankaya - Bahçelievler Mh.,3.0,1.0,Çankaya
2012,24000,3+1,125,1. Kat,Çankaya - Huzur Mh.,3.0,1.0,Çankaya
2013,33000,3+1,135,3. Kat,Çankaya - Dumlupınar Mh.,3.0,1.0,Çankaya
2014,15000,3+1,100,Bahçe Katı,Çankaya - İlkadım Mh.,3.0,1.0,Çankaya
2015,44000,3+1,150,19. Kat,Gölbaşı - Hacılar Mh.,3.0,1.0,Gölbaşı
2016,49500,3+1,150,2. Kat,Çankaya - Emek Mh.,3.0,1.0,Çankaya
2017,39000,4+1,200,5. Kat,Keçiören - Ovacık Mh.,4.0,1.0,Keçiören
2018,36000,4+1,140,1. Kat,Çankaya - Emek Mh.,4.0,1.0,Çankaya
2019,35000,3+1,120,2. Kat,Çankaya - Emek Mh.,3.0,1.0,Çankaya
2020,25000,2+1,70,Yüksek Giriş,Çankaya - Yukarı Bahçelievler Mh.,2.0,1.0,Çankaya
2021,40000,2+1,115,3. Kat,Çankaya - Bahçelievler Mh.,2.0,1.0,Çankaya
2022,28000,3+1,120,2. Kat,Çankaya - Bahçelievler Mh.,3.0,1.0,Çankaya
2023,26000,2+1,75,Kot 1,Çankaya - Emek Mh.,2.0,1.0,Çankaya
2024,26000,1+1,65,Yüksek Giriş,Çankaya - Emek Mh.,1.0,1.0,Çankaya
2025,17000,2+1,85,Bahçe Katı,Çankaya - Ayrancı Mh.,2.0,1.0,Çankaya
2026,27000,3+1,120,3. Kat,Çankaya - Bahçelievler Mh.,3.0,1.0,Çankaya
2027,24000,3+1,125,1. Kat,Çankaya - Huzur Mh.,3.0,1.0,Çankaya
2028,33000,3+1,135,3. Kat,Çankaya - Dumlupınar Mh.,3.0,1.0,Çankaya
2029,15000,3+1,100,Bahçe Katı,Çankaya - İlkadım Mh.,3.0,1.0,Çankaya
2030,44000,3+1,150,19. Kat,Gölbaşı - Hacılar Mh.,3.0,1.0,Gölbaşı
2031,49500,3+1,150,2. Kat,Çankaya - Emek Mh.,3.0,1.0,Çankaya
2032,39000,4+1,200,5. Kat,Keçiören - Ovacık Mh.,4.0,1.0,Keçiören
2033,36000,4+1,140,1. Kat,Çankaya - Emek Mh.,4.0,1.0,Çankaya
2034,35000,3+1,120,2. Kat,Çankaya - Emek Mh.,3.0,1.0,Çankaya
2035,25000,2+1,70,Yüksek Giriş,Çankaya - Yukarı Bahçelievler Mh.,2.0,1.0,Çankaya
2036,40000,2+1,115,3. Kat,Çankaya - Bahçelievler Mh.,2.0,1.0,Çankaya
2037,28000,3+1,120,2. Kat,Çankaya - Bahçelievler Mh.,3.0,1.0,Çankaya
2038,26000,2+1,75,Kot 1,Çankaya - Emek Mh.,2.0,1.0,Çankaya
2039,26000,1+1,65,Yüksek Giriş,Çankaya - Emek Mh.,1.0,1.0,Çankaya
2040,17000,2+1,85,Bahçe Katı,Çankaya - Ayrancı Mh.,2.0,1.0,Çankaya
2041,27000,3+1,120,3. Kat,Çankaya - Bahçelievler Mh.,3.0,1.0,Çankaya
2042,24000,3+1,125,1. Kat,Çankaya - Huzur Mh.,3.0,1.0,Çankaya
2043,33000,3+1,135,3. Kat,Çankaya - Dumlupınar Mh.,3.0,1.0,Çankaya
2044,15000,3+1,100,Bahçe Katı,Çankaya - İlkadım Mh.,3.0,1.0,Çankaya
2045,44000,3+1,150,19. Kat,Gölbaşı - Hacılar Mh.,3.0,1.0,Gölbaşı
2046,49500,3+1,150,2. Kat,Çankaya - Emek Mh.,3.0,1.0,Çankaya
2047,39000,4+1,200,5. Kat,Keçiören - Ovacık Mh.,4.0,1.0,Keçiören
2048,36000,4+1,140,1. Kat,Çankaya - Emek Mh.,4.0,1.0,Çankaya
2049,35000,3+1,120,2. Kat,Çankaya - Emek Mh.,3.0,1.0,Çankaya
2050,25000,2+1,70,Yüksek Giriş,Çankaya - Yukarı Bahçelievler Mh.,2.0,1.0,Çankaya
2051,40000,2+1,115,3. Kat,Çankaya - Bahçelievler Mh.,2.0,1.0,Çankaya
2052,28000,3+1,120,2. Kat,Çankaya - Bahçelievler Mh.,3.0,1.0,Çankaya
2053,26000,2+1,75,Kot 1,Çankaya - Emek Mh.,2.0,1.0,Çankaya
2054,26000,1+1,65,Yüksek Giriş,Çankaya - Emek Mh.,1.0,1.0,Çankaya
2055,17000,2+1,85,Bahçe Katı,Çankaya - Ayrancı Mh.,2.0,1.0,Çankaya
2056,27000,3+1,120,3. Kat,Çankaya - Bahçelievler Mh.,3.0,1.0,Çankaya
2057,24000,3+1,125,1. Kat,Çankaya - Huzur Mh.,3.0,1.0,Çankaya
2058,33000,3+1,135,3. Kat,Çankaya - Dumlupınar Mh.,3.0,1.0,Çankaya
2059,15000,3+1,100,Bahçe Katı,Çankaya - İlkadım Mh.,3.0,1.0,Çankaya
2060,44000,3+1,150,19. Kat,Gölbaşı - Hacılar Mh.,3.0,1.0,Gölbaşı
2061,49500,3+1,150,2. Kat,Çankaya - Emek Mh.,3.0,1.0,Çankaya
2062,39000,4+1,200,5. Kat,Keçiören - Ovacık Mh.,4.0,1.0,Keçiören
2063,36000,4+1,140,1. Kat,Çankaya - Emek Mh.,4.0,1.0,Çankaya
2064,35000,3+1,120,2. Kat,Çankaya - Emek Mh.,3.0,1.0,Çankaya
2065,25000,2+1,70,Yüksek Giriş,Çankaya - Yukarı Bahçelievler Mh.,2.0,1.0,Çankaya
2066,40000,2+1,115,3. Kat,Çankaya - Bahçelievler Mh.,2.0,1.0,Çankaya
2067,28000,3+1,120,2. Kat,Çankaya - Bahçelievler Mh.,3.0,1.0,Çankaya
2068,26000,2+1,75,Kot 1,Çankaya - Emek Mh.,2.0,1.0,Çankaya
2069,26000,1+1,65,Yüksek Giriş,Çankaya - Emek Mh.,1.0,1.0,Çankaya
2070,17000,2+1,85,Bahçe Katı,Çankaya - Ayrancı Mh.,2.0,1.0,Çankaya
2071,27000,3+1,120,3. Kat,Çankaya - Bahçelievler Mh.,3.0,1.0,Çankaya
2072,24000,3+1,125,1. Kat,Çankaya - Huzur Mh.,3.0,1.0,Çankaya
2073,33000,3+1,135,3. Kat,Çankaya - Dumlupınar Mh.,3.0,1.0,Çankaya
2074,15000,3+1,100,Bahçe Katı,Çankaya - İlkadım Mh.,3.0,1.0,Çankaya
2075,44000,3+1,150,19. Kat,Gölbaşı - Hacılar Mh.,3.0,1.0,Gölbaşı
2076,49500,3+1,150,2. Kat,Çankaya - Emek Mh.,3.0,1.0,Çankaya
2077,39000,4+1,200,5. Kat,Keçiören - Ovacık Mh.,4.0,1.0,Keçiören
2078,36000,4+1,140,1. Kat,Çankaya - Emek Mh.,4.0,1.0,Çankaya
2079,35000,3+1,120,2. Kat,Çankaya - Emek Mh.,3.0,1.0,Çankaya
2080,25000,2+1,70,Yüksek Giriş,Çankaya - Yukarı Bahçelievler Mh.,2.0,1.0,Çankaya
2081,40000,2+1,115,3. Kat,Çankaya - Bahçelievler Mh.,2.0,1.0,Çankaya
2082,28000,3+1,120,2. Kat,Çankaya - Bahçelievler Mh.,3.0,1.0,Çankaya
2083,26000,2+1,75,Kot 1,Çankaya - Emek Mh.,2.0,1.0,Çankaya
2084,26000,1+1,65,Yüksek Giriş,Çankaya - Emek Mh.,1.0,1.0,Çankaya
2085,17000,2+1,85,Bahçe Katı,Çankaya - Ayrancı Mh.,2.0,1.0,Çankaya
2086,27000,3+1,120,3. Kat,Çankaya - Bahçelievler Mh.,3.0,1.0,Çankaya
2087,24000,3+1,125,1. Kat,Çankaya - Huzur Mh.,3.0,1.0,Çankaya
2088,33000,3+1,135,3. Kat,Çankaya - Dumlupınar Mh.,3.0,1.0,Çankaya
2089,15000,3+1,100,Bahçe Katı,Çankaya - İlkadım Mh.,3.0,1.0,Çankaya
2090,44000,3+1,150,19. Kat,Gölbaşı - Hacılar Mh.,3.0,1.0,Gölbaşı
2091,49500,3+1,150,2. Kat,Çankaya - Emek Mh.,3.0,1.0,Çankaya
2092,39000,4+1,200,5. Kat,Keçiören - Ovacık Mh.,4.0,1.0,Keçiören
2093,36000,4+1,140,1. Kat,Çankaya - Emek Mh.,4.0,1.0,Çankaya
2094,35000,3+1,120,2. Kat,Çankaya - Emek Mh.,3.0,1.0,Çankaya
2095,25000,2+1,70,Yüksek Giriş,Çankaya - Yukarı Bahçelievler Mh.,2.0,1.0,Çankaya
2096,40000,2+1,115,3. Kat,Çankaya - Bahçelievler Mh.,2.0,1.0,Çankaya
2097,28000,3+1,120,2. Kat,Çankaya - Bahçelievler Mh.,3.0,1.0,Çankaya
2098,26000,2+1,75,Kot 1,Çankaya - Emek Mh.,2.0,1.0,Çankaya
2099,26000,1+1,65,Yüksek Giriş,Çankaya - Emek Mh.,1.0,1.0,Çankaya
2100,17000,2+1,85,Bahçe Katı,Çankaya - Ayrancı Mh.,2.0,1.0,Çankaya
2101,27000,3+1,120,3. Kat,Çankaya - Bahçelievler Mh.,3.0,1.0,Çankaya
2102,24000,3+1,125,1. Kat,Çankaya - Huzur Mh.,3.0,1.0,Çankaya
2103,33000,3+1,135,3. Kat,Çankaya - Dumlupınar Mh.,3.0,1.0,Çankaya
2104,15000,3+1,100,Bahçe Katı,Çankaya - İlkadım Mh.,3.0,1.0,Çankaya
2105,44000,3+1,150,19. Kat,Gölbaşı - Hacılar Mh.,3.0,1.0,Gölbaşı
2106,49500,3+1,150,2. Kat,Çankaya - Emek Mh.,3.0,1.0,Çankaya
2107,39000,4+1,200,5. Kat,Keçiören - Ovacık Mh.,4.0,1.0,Keçiören
2108,36000,4+1,140,1. Kat,Çankaya - Emek Mh.,4.0,1.0,Çankaya
2109,35000,3+1,120,2. Kat,Çankaya - Emek Mh.,3.0,1.0,Çankaya
2110,25000,2+1,70,Yüksek Giriş,Çankaya - Yukarı Bahçelievler Mh.,2.0,1.0,Çankaya
2111,40000,2+1,115,3. Kat,Çankaya - Bahçelievler Mh.,2.0,1.0,Çankaya
2112,28000,3+1,120,2. Kat,Çankaya - Bahçelievler Mh.,3.0,1.0,Çankaya
2113,26000,2+1,75,Kot 1,Çankaya - Emek Mh.,2.0,1.0,Çankaya
2114,26000,1+1,65,Yüksek Giriş,Çankaya - Emek Mh.,1.0,1.0,Çankaya
2115,17000,2+1,85,Bahçe Katı,Çankaya - Ayrancı Mh.,2.0,1.0,Çankaya
2116,27000,3+1,120,3. Kat,Çankaya - Bahçelievler Mh.,3.0,1.0,Çankaya
2117,24000,3+1,125,1. Kat,Çankaya - Huzur Mh.,3.0,1.0,Çankaya
2118,33000,3+1,135,3. Kat,Çankaya - Dumlupınar Mh.,3.0,1.0,Çankaya
2119,15000,3+1,100,Bahçe Katı,Çankaya - İlkadım Mh.,3.0,1.0,Çankaya
2120,44000,3+1,150,19. Kat,Gölbaşı - Hacılar Mh.,3.0,1.0,Gölbaşı
